date,沪深300ETF,中证500ETF,创业板ETF,"科创50ETF
"
2020/11/16,5.362,1.973,2.62,1.465
2020/11/17,5.353,1.96,2.572,1.436
2020/11/18,5.346,1.958,2.534,1.424
2020/11/19,5.388,1.969,2.556,1.438
2020/11/20,5.403,1.986,2.576,1.435
2020/11/23,5.461,2.001,2.593,1.422
2020/11/24,5.429,2,2.582,1.416
2020/11/25,5.367,1.968,2.528,1.393
2020/11/26,5.374,1.962,2.522,1.39
2020/11/27,5.445,1.97,2.532,1.392
2020/11/30,5.42,1.956,2.541,1.391
2020/12/1,5.531,1.987,2.602,1.409
2020/12/2,5.52,1.989,2.593,1.414
2020/12/3,5.518,1.996,2.619,1.417
2020/12/4,5.529,2.003,2.637,1.411
2020/12/7,5.485,1.988,2.628,1.412
2020/12/8,5.469,1.986,2.646,1.408
2020/12/9,5.409,1.955,2.598,1.38
2020/12/10,5.399,1.958,2.627,1.383
2020/12/11,5.343,1.926,2.601,1.396
2020/12/14,5.387,1.941,2.641,1.413
2020/12/15,5.402,1.943,2.667,1.406
2020/12/16,5.412,1.935,2.667,1.388
2020/12/17,5.483,1.959,2.694,1.406
2020/12/18,5.454,1.952,2.688,1.403
2020/12/21,5.499,1.983,2.778,1.43
2020/12/22,5.422,1.945,2.718,1.403
2020/12/23,5.463,1.956,2.745,1.417
2020/12/24,5.463,1.931,2.726,1.393
2020/12/25,5.505,1.949,2.749,1.394
2020/12/28,5.519,1.937,2.745,1.38
2020/12/29,5.503,1.929,2.717,1.381
2020/12/30,5.567,1.945,2.799,1.403
2020/12/31,5.676,1.974,2.866,1.434
2021/1/4,5.723,2.008,2.976,1.464
2021/1/5,5.822,2.026,2.988,1.468
2021/1/6,5.871,2.023,3.003,1.458
2021/1/7,5.988,2.032,3.056,1.429
2021/1/8,5.96,2.037,3.036,1.423
2021/1/11,5.897,2.005,2.989,1.437
2021/1/12,6.057,2.03,3.076,1.45
2021/1/13,6.035,2.017,3.025,1.454
2021/1/14,5.932,2.003,2.987,1.498
2021/1/15,5.915,1.996,2.99,1.492
2021/1/18,5.974,2.02,3.046,1.526
2021/1/19,5.899,2.009,2.976,1.492
2021/1/20,5.929,2.027,3.096,1.524
2021/1/21,6.023,2.056,3.176,1.526
2021/1/22,6.026,2.058,3.241,1.536
2021/1/25,6.092,2.062,3.242,1.542
2021/1/26,5.972,2.03,3.152,1.524
2021/1/27,5.982,2.035,3.166,1.503
2021/1/28,5.846,1.997,3.057,1.469
2021/1/29,5.809,1.969,3.029,1.467
2021/2/1,5.872,1.983,3.056,1.467
2021/2/2,5.952,2.002,3.118,1.478
2021/2/3,5.946,1.99,3.106,1.456
2021/2/4,5.935,1.968,3.098,1.435
2021/2/5,5.943,1.939,3.084,1.414
2021/2/9,6.153,2.002,3.222,1.472
2021/2/10,6.268,2.025,3.293,1.478
2021/2/18,6.225,2.055,3.202,1.476
2021/2/19,6.257,2.084,3.17,1.472
2021/2/22,6.05,2.065,3.032,1.433
2021/2/23,6.035,2.059,3.009,1.433
2021/2/24,5.888,2.033,2.904,1.409
2021/2/25,5.939,2.023,2.878,1.393
2021/2/26,5.79,1.978,2.814,1.368
2021/3/1,5.879,2.013,2.894,1.4
2021/3/2,5.81,1.997,2.859,1.392
2021/3/3,5.915,2.024,2.9,1.4
2021/3/4,5.748,1.99,2.751,1.366
2021/3/5,5.727,1.993,2.772,1.37
2021/3/8,5.541,1.945,2.633,1.316
2021/3/9,5.44,1.901,2.547,1.269
2021/3/10,5.461,1.882,2.586,1.272
2021/3/11,5.59,1.932,2.65,1.304
2021/3/12,5.603,1.933,2.658,1.298
2021/3/15,5.501,1.921,2.555,1.26
2021/3/16,5.534,1.922,2.579,1.258
2021/3/17,5.557,1.933,2.607,1.271
2021/3/18,5.597,1.947,2.65,1.277
2021/3/19,5.458,1.931,2.579,1.266
2021/3/22,5.515,1.956,2.607,1.28
2021/3/23,5.47,1.934,2.579,1.273
2021/3/24,5.394,1.913,2.543,1.258
2021/3/25,5.39,1.917,2.567,1.259
2021/3/26,5.494,1.942,2.65,1.293
2021/3/29,5.504,1.942,2.637,1.286
2021/3/30,5.548,1.949,2.673,1.286
2021/3/31,5.511,1.946,2.665,1.284
2021/4/1,5.573,1.96,2.718,1.303
2021/4/2,5.622,1.964,2.756,1.338
2021/4/6,5.594,1.968,2.73,1.335
2021/4/7,5.559,1.971,2.707,1.339
2021/4/8,5.57,1.977,2.728,1.33
2021/4/9,5.499,1.97,2.69,1.309
2021/4/12,5.415,1.938,2.627,1.282
2021/4/13,5.408,1.932,2.649,1.28
2021/4/14,5.436,1.95,2.707,1.29
2021/4/15,5.408,1.952,2.698,1.3
2021/4/16,5.424,1.976,2.688,1.315
2021/4/19,5.55,1.996,2.798,1.336
2021/4/20,5.542,2,2.791,1.33
2021/4/21,5.554,1.995,2.814,1.325
2021/4/22,5.55,2.002,2.837,1.345
2021/4/23,5.601,2.012,2.891,1.352
2021/4/26,5.537,2.004,2.863,1.352
2021/4/27,5.55,2.003,2.884,1.352
2021/4/28,5.588,2.018,2.949,1.361
2021/4/29,5.634,2.018,2.952,1.363
2021/4/30,5.589,2.021,2.989,1.364
2021/5/6,5.522,2.015,2.904,1.348
2021/5/7,5.461,2.006,2.819,1.304
2021/5/10,5.46,2.012,2.827,1.294
2021/5/11,5.486,2.007,2.823,1.294
2021/5/12,5.517,2.029,2.865,1.31
2021/5/13,5.462,2.007,2.845,1.313
2021/5/14,5.588,2.038,2.937,1.341
2021/5/17,5.649,2.048,3.007,1.367
2021/5/18,5.651,2.054,2.988,1.359
2021/5/19,5.637,2.05,3.012,1.365
2021/5/20,5.651,2.043,3.043,1.369
2021/5/21,5.596,2.035,3.012,1.354
2021/5/24,5.624,2.041,3.036,1.371
2021/5/25,5.788,2.063,3.119,1.408
2021/5/26,5.789,2.066,3.095,1.404
2021/5/27,5.808,2.083,3.118,1.437
2021/5/28,5.793,2.082,3.121,1.43
2021/5/31,5.799,2.097,3.195,1.484
2021/6/1,5.807,2.1,3.188,1.502
2021/6/2,5.764,2.087,3.133,1.469
2021/6/3,5.723,2.083,3.099,1.456
2021/6/4,5.756,2.093,3.141,1.475
2021/6/7,5.75,2.098,3.122,1.475
2021/6/8,5.708,2.091,3.105,1.465
2021/6/9,5.716,2.089,3.1,1.472
2021/6/10,5.75,2.115,3.179,1.498
2021/6/11,5.701,2.105,3.195,1.493
2021/6/15,5.642,2.079,3.155,1.499
2021/6/16,5.571,2.054,3.024,1.453
2021/6/17,5.582,2.067,3.088,1.528
2021/6/18,5.587,2.088,3.137,1.55
2021/6/21,5.58,2.096,3.166,1.584
2021/6/22,5.606,2.108,3.174,1.58
2021/6/23,5.637,2.125,3.217,1.588
2021/6/24,5.65,2.118,3.174,1.561
2021/6/25,5.731,2.134,3.243,1.595
2021/6/28,5.74,2.136,3.305,1.618
2021/6/29,5.686,2.12,3.297,1.621
2021/6/30,5.717,2.13,3.373,1.648
2021/7/1,5.715,2.106,3.34,1.633
2021/7/2,5.574,2.088,3.227,1.594
2021/7/5,5.581,2.101,3.25,1.64
2021/7/6,5.588,2.1,3.196,1.591
2021/7/7,5.641,2.12,3.305,1.624
2021/7/8,5.597,2.116,3.322,1.67
2021/7/9,5.573,2.135,3.303,1.644
2021/7/12,5.641,2.165,3.427,1.66
2021/7/13,5.657,2.185,3.411,1.654
2021/7/14,5.6,2.171,3.382,1.616
2021/7/15,5.668,2.176,3.429,1.617
2021/7/16,5.617,2.179,3.328,1.584
2021/7/19,5.639,2.167,3.35,1.573
2021/7/20,5.626,2.169,3.356,1.577
2021/7/21,5.665,2.197,3.455,1.623
2021/7/22,5.67,2.206,3.438,1.638
2021/7/23,5.618,2.202,3.367,1.627
2021/7/26,5.443,2.162,3.27,1.616
2021/7/27,5.27,2.12,3.14,1.605
2021/7/28,5.28,2.088,3.183,1.574
2021/7/29,5.367,2.124,3.358,1.651
2021/7/30,5.333,2.131,3.328,1.651
2021/8/2,5.454,2.16,3.393,1.657
2021/8/3,5.456,2.144,3.363,1.621
2021/8/4,5.5,2.176,3.446,1.665
2021/8/5,5.47,2.174,3.419,1.664
2021/8/6,5.454,2.184,3.386,1.65
2021/8/9,5.509,2.192,3.348,1.631
2021/8/10,5.566,2.207,3.366,1.647
2021/8/11,5.539,2.224,3.326,1.639
2021/8/12,5.507,2.233,3.28,1.646
2021/8/13,5.48,2.233,3.249,1.611
2021/8/16,5.477,2.222,3.206,1.607
2021/8/17,5.365,2.173,3.126,1.566
2021/8/18,5.418,2.182,3.16,1.565
2021/8/19,5.384,2.187,3.177,1.603
2021/8/20,5.294,2.178,3.1,1.59
2021/8/23,5.366,2.209,3.195,1.621
2021/8/24,5.418,2.232,3.225,1.636
2021/8/25,5.432,2.25,3.241,1.601
2021/8/26,5.347,2.241,3.164,1.555
2021/8/27,5.36,2.258,3.158,1.538
2021/8/30,5.342,2.273,3.164,1.527
2021/8/31,5.34,2.282,3.106,1.491
2021/9/1,5.41,2.263,3.094,1.48
2021/9/2,5.406,2.304,3.046,1.456
2021/9/3,5.379,2.292,3.01,1.457
2021/9/6,5.463,2.312,3.129,1.493
2021/9/7,5.526,2.363,3.147,1.494
2021/9/8,5.505,2.378,3.123,1.467
2021/9/9,5.503,2.399,3.126,1.454
2021/9/10,5.552,2.398,3.135,1.482
2021/9/13,5.525,2.406,3.095,1.438
2021/9/14,5.459,2.379,3.14,1.452
2021/9/15,5.406,2.389,3.105,1.437
2021/9/16,5.35,2.346,3.035,1.402
2021/9/17,5.389,2.327,3.097,1.413
2021/9/22,5.356,2.35,3.068,1.41
2021/9/23,5.385,2.363,3.086,1.419
2021/9/24,5.392,2.328,3.109,1.428
2021/9/27,5.424,2.264,3.13,1.424
2021/9/28,5.415,2.265,3.114,1.407
2021/9/29,5.382,2.214,3.083,1.399
2021/9/30,5.396,2.234,3.148,1.423
2021/10/8,5.467,2.231,3.138,1.417
2021/10/11,5.466,2.229,3.096,1.404
2021/10/12,5.414,2.186,3.042,1.371
2021/10/13,5.47,2.196,3.109,1.395
2021/10/14,5.443,2.204,3.112,1.398
2021/10/15,5.467,2.215,3.176,1.418
2021/10/18,5.409,2.222,3.172,1.405
2021/10/19,5.456,2.239,3.191,1.42
2021/10/20,5.442,2.238,3.185,1.424
2021/10/21,5.464,2.233,3.174,1.415
2021/10/22,5.497,2.215,3.185,1.423
2021/10/25,5.514,2.234,3.236,1.434
2021/10/26,5.497,2.237,3.221,1.429
2021/10/27,5.431,2.217,3.205,1.412
2021/10/28,5.41,2.191,3.178,1.412
2021/10/29,5.442,2.213,3.249,1.45
2021/11/1,5.426,2.222,3.224,1.459
2021/11/2,5.374,2.2,3.228,1.46
2021/11/3,5.354,2.207,3.222,1.454
2021/11/4,5.401,2.225,3.26,1.466
2021/11/5,5.384,2.207,3.248,1.453
2021/11/8,5.38,2.214,3.278,1.454
2021/11/9,5.378,2.228,3.3,1.476
2021/11/10,5.353,2.222,3.296,1.475
2021/11/11,5.433,2.241,3.324,1.493
2021/11/12,5.431,2.253,3.324,1.497
2021/11/15,5.425,2.236,3.295,1.486
2021/11/16,5.421,2.221,3.282,1.475
2021/11/17,5.42,2.234,3.317,1.491
2021/11/18,5.376,2.234,3.274,1.479
2021/11/19,5.431,2.261,3.313,1.501
2021/11/22,5.444,2.28,3.393,1.533
2021/11/23,5.447,2.286,3.38,1.532
2021/11/24,5.458,2.284,3.362,1.527
2021/11/25,5.439,2.282,3.368,1.524
2021/11/26,5.397,2.276,3.364,1.515
2021/11/29,5.39,2.278,3.389,1.531
2021/11/30,5.372,2.283,3.386,1.53
2021/12/1,5.385,2.294,3.365,1.511
2021/12/2,5.395,2.281,3.355,1.483
2021/12/3,5.44,2.302,3.37,1.499
2021/12/6,5.435,2.284,3.294,1.462
2021/12/7,5.463,2.27,3.266,1.447
2021/12/8,5.535,2.303,3.314,1.468
2021/12/9,5.619,2.305,3.353,1.489
2021/12/10,5.604,2.305,3.37,1.499
2021/12/13,5.617,2.31,3.389,1.495
2021/12/14,5.586,2.304,3.384,1.493
2021/12/15,5.54,2.301,3.355,1.475
2021/12/16,5.567,2.322,3.378,1.478
2021/12/17,5.494,2.306,3.328,1.452
2021/12/20,5.419,2.27,3.225,1.421
2021/12/21,5.44,2.287,3.247,1.431
2021/12/22,5.443,2.296,3.26,1.428
2021/12/23,5.481,2.309,3.269,1.43
2021/12/24,5.458,2.296,3.196,1.415
2021/12/27,5.462,2.291,3.19,1.411
2021/12/28,5.488,2.292,3.226,1.422
2021/12/29,5.421,2.287,3.182,1.41
2021/12/30,5.457,2.303,3.219,1.43
2021/12/31,5.469,2.315,3.218,1.452
2022/1/4,5.451,2.317,3.154,1.42
2022/1/5,5.404,2.271,3.064,1.384
2022/1/6,5.348,2.274,3.034,1.375
2022/1/7,5.36,2.263,3.003,1.358
2022/1/10,5.373,2.263,2.998,1.372
2022/1/11,5.328,2.25,2.96,1.344
2022/1/12,5.38,2.265,3.035,1.366
2022/1/13,5.299,2.24,2.99,1.348
2022/1/14,5.255,2.229,3.015,1.366
2022/1/17,5.296,2.252,3.068,1.391
2022/1/18,5.342,2.255,3.047,1.395
2022/1/19,5.316,2.243,2.985,1.378
2022/1/20,5.354,2.225,2.975,1.362
2022/1/21,5.32,2.201,2.941,1.344
2022/1/24,5.322,2.199,2.962,1.362
2022/1/25,5.216,2.127,2.881,1.327
2022/1/26,5.242,2.134,2.906,1.326
2022/1/27,5.161,2.083,2.815,1.291
2022/1/28,5.09,2.069,2.819,1.283
2022/2/7,5.162,2.099,2.83,1.284
2022/2/8,5.14,2.124,2.758,1.256
2022/2/9,5.179,2.153,2.791,1.26
2022/2/10,5.168,2.153,2.74,1.238
2022/2/11,5.132,2.127,2.66,1.217
2022/2/14,5.083,2.109,2.646,1.22
2022/2/15,5.125,2.127,2.726,1.25
2022/2/16,5.146,2.132,2.725,1.245
2022/2/17,5.156,2.132,2.744,1.255
2022/2/18,5.18,2.151,2.739,1.252
2022/2/21,5.163,2.161,2.713,1.241
2022/2/22,5.103,2.137,2.678,1.231
2022/2/23,5.151,2.168,2.754,1.279
2022/2/24,5.066,2.131,2.693,1.266
2022/2/25,5.101,2.146,2.763,1.29
2022/2/28,5.107,2.157,2.786,1.297
2022/3/1,5.145,2.163,2.795,1.29
2022/3/2,5.11,2.164,2.741,1.281
2022/3/3,5.081,2.161,2.704,1.26
2022/3/4,5.03,2.146,2.662,1.254
2022/3/7,4.882,2.097,2.543,1.217
2022/3/8,4.8,2.019,2.507,1.183
2022/3/9,4.76,1.984,2.483,1.184
2022/3/10,4.82,2.016,2.547,1.201
2022/3/11,4.848,2.045,2.583,1.212
2022/3/14,4.708,1.991,2.49,1.174
2022/3/15,4.509,1.874,2.421,1.142
2022/3/16,4.682,1.94,2.552,1.172
2022/3/17,4.766,1.971,2.624,1.189
2022/3/18,4.794,1.991,2.635,1.19
2022/3/21,4.788,1.999,2.636,1.2
2022/3/22,4.784,2,2.602,1.181
2022/3/23,4.809,2.013,2.629,1.191
2022/3/24,4.782,1.998,2.62,1.182
2022/3/25,4.705,1.972,2.565,1.153
2022/3/28,4.68,1.979,2.512,1.136
2022/3/29,4.662,1.968,2.511,1.125
2022/3/30,4.785,2.011,2.61,1.158
2022/3/31,4.754,1.993,2.574,1.137
2022/4/1,4.805,2.007,2.58,1.135
2022/4/6,4.793,2.003,2.55,1.103
2022/4/7,4.741,1.957,2.496,1.081
2022/4/8,4.769,1.964,2.491,1.072
2022/4/11,4.637,1.901,2.386,1.032
2022/4/12,4.707,1.932,2.44,1.038
2022/4/13,4.675,1.904,2.394,1.006
2022/4/14,4.719,1.929,2.389,1.017
2022/4/15,4.717,1.912,2.385,1.017
2022/4/18,4.697,1.914,2.412,1.047
2022/4/19,4.67,1.92,2.377,1.03
2022/4/20,4.6,1.876,2.288,1.013
2022/4/21,4.532,1.818,2.24,1.001
2022/4/22,4.542,1.807,2.225,0.983
2022/4/25,4.349,1.689,2.103,0.924
2022/4/26,4.319,1.658,2.086,0.909
2022/4/27,4.425,1.714,2.2,0.945
2022/4/28,4.451,1.709,2.158,0.941
2022/4/29,4.551,1.779,2.244,0.986
2022/5/5,4.536,1.792,2.212,0.994
2022/5/6,4.439,1.751,2.177,0.984
2022/5/9,4.407,1.767,2.162,0.987
2022/5/10,4.452,1.797,2.204,1.014
2022/5/11,4.507,1.809,2.272,1.045
2022/5/12,4.487,1.81,2.277,1.056
2022/5/13,4.518,1.831,2.285,1.055
2022/5/16,4.487,1.825,2.257,1.038
2022/5/17,4.536,1.835,2.293,1.052
2022/5/18,4.522,1.829,2.29,1.057
2022/5/19,4.531,1.846,2.306,1.08
2022/5/20,4.615,1.875,2.347,1.089
2022/5/23,4.583,1.882,2.332,1.089
2022/5/24,4.501,1.818,2.246,1.041
2022/5/25,4.518,1.847,2.253,1.049
2022/5/26,4.528,1.869,2.249,1.048
2022/5/27,4.538,1.869,2.251,1.036
2022/5/30,4.561,1.879,2.276,1.044
2022/5/31,4.625,1.908,2.334,1.078
2022/6/1,4.619,1.906,2.354,1.078
2022/6/2,4.63,1.929,2.386,1.126
2022/6/6,4.712,1.96,2.477,1.169
2022/6/7,4.718,1.959,2.478,1.16
2022/6/8,4.76,1.972,2.494,1.158
2022/6/9,4.726,1.949,2.423,1.128
2022/6/10,4.784,1.984,2.48,1.149
2022/6/13,4.732,1.978,2.469,1.134
2022/6/14,4.772,1.998,2.475,1.117
2022/6/15,4.821,1.99,2.497,1.111
2022/6/16,4.794,1.993,2.507,1.126
2022/6/17,4.857,2.012,2.584,1.143
2022/6/20,4.878,2.012,2.626,1.143
2022/6/21,4.876,1.998,2.615,1.131
2022/6/22,4.826,1.966,2.596,1.11
2022/6/23,4.901,2.01,2.68,1.132
2022/6/24,4.949,2.033,2.738,1.152
2022/6/27,4.997,2.042,2.741,1.152
2022/6/28,5.049,2.076,2.754,1.168
2022/6/29,4.994,2.043,2.683,1.14
2022/6/30,5.044,2.059,2.73,1.155
2022/7/1,5.029,2.056,2.699,1.142
2022/7/4,5.057,2.081,2.75,1.142
2022/7/5,5.047,2.078,2.739,1.139
2022/7/6,4.988,2.051,2.725,1.15
2022/7/7,5.004,2.059,2.769,1.161
2022/7/8,5,2.047,2.731,1.153
2022/7/11,4.924,2.02,2.69,1.129
2022/7/12,4.888,1.996,2.622,1.096
2022/7/13,4.895,2.003,2.665,1.099
2022/7/14,4.896,2.017,2.735,1.125
2022/7/15,4.831,1.983,2.68,1.121
2022/7/18,4.877,2.02,2.717,1.119
2022/7/19,4.855,2.027,2.67,1.11
2022/7/20,4.867,2.053,2.68,1.128
2022/7/21,4.822,2.033,2.67,1.142
2022/7/22,4.825,2.015,2.651,1.133
2022/7/25,4.807,1.995,2.629,1.124
2022/7/26,4.836,2.019,2.634,1.133
2022/7/27,4.812,2.028,2.637,1.147
2022/7/28,4.815,2.033,2.629,1.161
2022/7/29,4.756,2.017,2.594,1.139
2022/8/1,4.774,2.034,2.657,1.154
2022/8/2,4.703,1.983,2.605,1.149
2022/8/3,4.658,1.967,2.553,1.152
2022/8/4,4.689,1.973,2.565,1.167
2022/8/5,4.754,2.014,2.606,1.216
2022/8/8,4.74,2.026,2.596,1.206
2022/8/9,4.747,2.032,2.614,1.218
2022/8/10,4.702,2.028,2.579,1.208
2022/8/11,4.79,2.068,2.647,1.229
2022/8/12,4.791,2.064,2.613,1.201
2022/8/15,4.781,2.067,2.638,1.195
2022/8/16,4.771,2.072,2.652,1.19
2022/8/17,4.812,2.086,2.695,1.186
2022/8/18,4.775,2.078,2.693,1.2
2022/8/19,4.745,2.051,2.653,1.161
2022/8/22,4.772,2.076,2.699,1.158
2022/8/23,4.758,2.077,2.697,1.159
2022/8/24,4.681,2.017,2.6,1.119
2022/8/25,4.717,2.028,2.59,1.106
2022/8/26,4.711,2.024,2.566,1.095
2022/8/29,4.686,2.023,2.553,1.102
2022/8/30,4.677,2.02,2.538,1.098
2022/8/31,4.677,1.977,2.491,1.077
2022/9/1,4.643,1.97,2.463,1.076
